EntryPrice,win_loss,long_short,entry_month,entry_date,entry_day,entry_hour
1.29352,win,long,10,15,0,8
1.29296,win,long,10,11,3,12
1.30227,loss,short,10,19,4,12
1.30227,loss,short,10,19,4,12
1.30549,loss,long,10,22,0,20
1.30062,win,short,10,23,1,4
1.2961,loss,long,10,30,1,8
1.2961,loss,long,10,30,1,8
1.29571,loss,long,11,1,3,0
1.29571,loss,long,11,1,3,0
1.29368,loss,long,11,1,3,12
1.29368,loss,long,11,1,3,12
1.29368,loss,long,11,1,3,12
1.28243,win,long,11,21,2,8
1.27657,win,long,11,19,0,0
1.2779,win,long,11,15,3,8
1.27368,win,long,11,15,3,0
1.27408,win,long,11,14,2,8
1.28426,win,long,11,7,2,4
1.29368,win,long,11,1,3,12
1.29314,loss,short,11,28,2,12
1.2956,win,short,12,6,3,12
1.29314,win,short,11,28,2,12
1.30079,win,long,12,11,1,12
1.32019,win,short,12,21,4,0
1.32019,loss,short,12,21,4,0
1.31794,loss,short,12,21,4,12
1.31794,loss,short,12,21,4,12
1.3183,loss,short,12,24,0,16
1.3183,loss,short,12,24,0,16
1.3183,loss,short,12,24,0,16
1.31872,loss,short,12,25,1,12
1.31872,loss,short,12,25,1,12
1.32269,win,short,12,28,4,8
1.32269,loss,short,12,28,4,8
1.32269,win,short,12,28,4,8
1.31909,win,short,12,31,0,0
1.31909,loss,short,12,31,0,0
1.32003,loss,short,12,31,0,16
1.32003,loss,short,12,31,0,16
1.32003,loss,short,12,31,0,16
1.31893,loss,short,1,2,2,16
1.30795,loss,short,1,8,1,12
1.30795,loss,short,1,8,1,12
1.33004,loss,short,1,16,2,12
1.33004,loss,short,1,16,2,12
1.33023,loss,long,1,17,3,0
1.33225,loss,short,1,20,6,20
1.33225,loss,short,1,20,6,20
1.33225,loss,short,1,20,6,20
1.33098,loss,short,1,21,0,8
1.33098,loss,short,1,21,0,8
1.33098,loss,short,1,21,0,8
1.33098,loss,short,1,21,0,8
1.33607,loss,short,1,22,1,0
1.33607,loss,short,1,22,1,0
1.33607,loss,short,1,22,1,0
1.33386,win,short,2,20,2,12
1.33317,win,short,2,14,3,4
1.34536,win,short,2,12,1,12
1.33984,win,short,2,7,3,12
1.3525,win,short,2,6,2,8
1.35808,win,short,2,5,1,12
1.35031,win,short,2,4,0,16
1.33097,win,short,1,23,2,16
1.33012,win,short,1,23,2,0
1.33139,win,short,1,22,1,12
1.33607,win,short,1,22,1,0
1.32855,loss,long,2,25,0,8
1.32855,loss,long,2,25,0,8
1.31025,win,short,2,28,3,8
1.30574,loss,long,3,6,2,0
1.30096,loss,short,3,6,2,8
1.30096,loss,short,3,6,2,8
1.29925,loss,short,3,8,4,12
1.29925,loss,short,3,8,4,12
1.3012,loss,short,3,12,1,4
1.3012,loss,short,3,12,1,4
1.30419,loss,long,3,13,2,0
1.2937,loss,short,3,13,2,8
1.3016,loss,long,3,14,3,20
1.29024,loss,short,3,17,6,20
1.29455,loss,long,3,20,2,12
1.29524,win,short,3,20,2,20
1.29524,loss,short,3,20,2,20
1.29161,loss,short,3,21,3,4
1.28633,win,short,3,25,0,12
1.29161,win,short,3,21,3,4
1.28481,loss,long,4,1,0,12
1.28481,loss,long,4,1,0,12
1.28455,loss,long,4,3,2,12
1.2937,win,long,4,4,3,12
1.28455,win,long,4,3,2,12
1.30503,loss,short,4,15,0,16
1.30503,loss,short,4,15,0,16
1.3013,loss,short,4,17,2,12
1.3013,loss,short,4,17,2,12
1.3013,loss,short,4,17,2,12
1.3013,loss,short,4,17,2,12
1.3013,loss,short,4,17,2,12
1.3013,loss,short,4,17,2,12
1.30575,loss,short,4,18,3,16
1.30575,loss,short,4,18,3,16
1.30165,win,short,5,9,3,12
1.30859,win,short,5,7,1,12
1.30995,win,short,5,6,0,4
1.3057,win,short,5,2,3,12
1.30043,win,short,4,26,4,4
1.30161,win,short,4,25,3,12
1.30142,win,short,4,23,1,8
1.30616,win,short,4,23,1,0
1.3037,win,short,4,22,0,4
1.3076,win,short,4,21,6,12
1.30575,win,short,4,18,3,16
1.28973,loss,long,5,20,0,16
1.28973,loss,long,5,20,0,16
1.29163,loss,long,5,21,1,16
1.29163,loss,long,5,21,1,16
1.29019,loss,long,5,23,3,8
1.29019,loss,long,5,23,3,8
1.29932,win,long,6,2,6,12
1.29656,win,long,5,29,2,8
1.28554,win,long,5,28,1,8
1.29019,win,long,5,23,3,8
1.3287,win,short,6,19,2,16
1.30678,loss,long,7,1,0,16
1.3176,loss,long,7,10,2,16
1.30288,win,long,7,2,1,4
1.30678,win,long,7,1,0,16
1.32608,loss,long,7,30,1,16
1.32608,loss,long,7,30,1,16
1.33383,loss,long,7,31,2,12
1.33089,win,long,8,6,1,8
1.32556,win,long,8,6,1,0
1.32852,win,long,8,2,4,12
1.33383,win,long,7,31,2,12
1.33179,win,short,8,12,0,0
1.33179,loss,short,8,12,0,0
1.32506,loss,short,8,15,3,8
1.32506,loss,short,8,15,3,8
1.33354,loss,short,8,21,2,20
1.33354,loss,short,8,21,2,20
1.33354,loss,short,8,21,2,20
1.33457,loss,short,8,23,4,0
1.33395,win,short,8,28,2,8
1.33452,win,short,8,27,1,4
1.33457,win,short,8,23,4,0
1.31195,loss,long,9,5,3,8
1.31195,win,long,9,5,3,8
1.31622,win,long,9,8,6,12
1.32536,win,long,9,9,0,8
1.31622,win,long,9,8,6,12
1.33069,loss,short,9,13,4,12
1.33069,loss,short,9,13,4,12
1.34766,loss,long,9,24,1,12
1.3472,loss,short,9,24,1,16
1.35071,loss,long,9,25,2,8
1.35071,loss,long,9,25,2,8
1.35044,loss,long,9,27,4,4
1.35044,loss,long,9,27,4,4
1.34995,loss,short,9,30,0,4
1.35245,win,long,9,30,0,12
1.35816,loss,long,10,2,2,12
1.35816,loss,long,10,2,2,12
1.35761,loss,long,10,7,0,4
1.35761,win,long,10,7,0,4
1.35761,loss,long,10,7,0,4
1.35758,loss,long,10,7,0,16
1.35758,loss,long,10,7,0,16
1.35758,loss,long,10,7,0,16
1.35656,loss,long,10,8,1,12
1.35656,loss,long,10,8,1,12
1.35656,loss,long,10,8,1,12
1.35654,loss,long,10,8,1,20
1.35553,win,long,10,17,3,0
1.34887,win,long,10,15,1,4
1.35641,win,long,10,13,6,20
1.35625,win,long,10,11,4,8
1.35654,win,long,10,8,1,20
1.37595,win,long,10,29,1,4
1.37595,loss,long,10,29,1,4
1.37476,loss,long,10,29,1,12
1.37476,loss,long,10,29,1,12
1.35153,win,short,11,6,2,16
1.34323,loss,long,11,12,1,12
1.34323,win,long,11,12,1,12
1.34821,loss,long,11,13,2,16
1.34821,loss,long,11,13,2,16
1.34499,loss,long,11,14,3,12
1.34499,win,long,11,14,3,12
1.34499,win,long,11,14,3,12
1.34826,win,long,11,15,4,12
1.34826,win,long,11,15,4,12
1.35895,win,long,12,4,2,16
1.35976,win,long,12,3,1,12
1.35224,win,long,11,25,0,16
1.35139,win,long,11,22,4,4
1.34826,win,long,11,15,4,12
1.37522,loss,long,12,12,3,20
1.37522,win,long,12,12,3,20
1.37558,win,long,12,16,0,0
1.37558,win,long,12,16,0,0
1.37711,loss,long,12,17,1,16
1.37711,loss,long,12,17,1,16
1.37711,loss,long,12,17,1,16
1.37766,loss,long,12,18,2,12
1.36869,win,long,12,26,3,8
1.36968,win,long,12,23,0,12
1.37766,win,long,12,18,2,12
1.37599,loss,short,1,1,2,16
1.36457,win,short,1,2,3,8
1.37599,win,short,1,1,2,16
1.36709,loss,long,1,10,4,12
1.36709,loss,long,1,10,4,12
1.35444,loss,short,1,22,2,4
1.36653,win,long,1,23,3,8
1.36731,win,short,1,28,1,8
1.36731,loss,short,1,28,1,8
1.36636,loss,long,1,29,2,0
1.35764,win,short,1,30,3,8
1.36561,win,short,1,30,3,0
1.35287,loss,short,2,6,3,4
1.35287,loss,short,2,6,3,4
1.35937,loss,short,2,12,2,12
1.35937,loss,short,2,12,2,12
1.35937,loss,short,2,12,2,12
1.37147,loss,short,2,20,3,8
1.37147,loss,short,2,20,3,8
1.37147,loss,short,2,20,3,8
1.37147,loss,short,2,20,3,8
1.37207,loss,short,2,20,3,16
1.37207,loss,short,2,20,3,16
1.37207,loss,short,2,20,3,16
1.37456,loss,short,2,21,4,8
1.38225,win,short,3,19,2,16
1.39286,win,short,3,18,1,12
1.38676,win,short,3,13,3,16
1.37394,loss,short,3,4,1,16
1.37366,loss,short,3,3,0,16
1.36726,loss,short,2,26,2,12
1.3738,loss,short,2,24,0,12
1.37456,loss,short,2,21,4,8
1.38383,loss,long,3,24,0,16
1.38383,loss,long,3,24,0,16
1.3825,loss,long,3,25,1,16
1.3825,loss,long,3,25,1,16
1.37837,loss,long,3,31,0,8
1.37837,loss,long,3,31,0,8
1.37391,win,long,4,7,0,12
1.37937,loss,long,4,1,1,8
1.37837,loss,long,3,31,0,8
1.38154,win,short,4,14,0,8
1.38154,loss,short,4,14,0,8
1.38207,loss,short,4,16,2,12
1.38207,loss,short,4,16,2,12
1.38133,loss,short,4,17,3,16
1.38133,loss,short,4,17,3,16
1.38133,loss,short,4,17,3,16
1.38032,loss,short,4,21,0,8
1.38032,loss,short,4,21,0,8
1.3802,loss,short,4,22,1,12
1.3802,loss,short,4,22,1,12
1.38675,loss,long,4,28,0,4
1.38094,loss,short,4,29,1,12
1.3872,win,long,4,30,2,12
1.38526,win,short,5,8,3,12
1.37087,win,short,5,19,0,16
1.36634,win,short,5,21,2,8
1.37087,win,short,5,19,0,16
1.36521,loss,long,5,27,1,0
1.36521,loss,long,5,27,1,0
1.36331,loss,long,5,30,4,12
1.36331,loss,long,5,30,4,12
1.36331,loss,long,5,30,4,12
1.36325,loss,long,6,2,0,0
1.36325,loss,long,6,2,0,0
1.36224,loss,long,6,3,1,12
1.36224,loss,long,6,3,1,12
1.36224,loss,long,6,3,1,12
1.36213,loss,long,6,4,2,8
1.36213,loss,long,6,4,2,8
1.3658,loss,long,6,5,3,12
1.35718,win,long,6,18,2,8
1.35665,win,long,6,16,0,12
1.35415,win,long,6,13,4,4
1.3658,loss,long,6,5,3,12
1.3593,win,short,6,20,4,12
1.3593,loss,short,6,20,4,12
1.35922,loss,short,6,23,0,8
1.35922,loss,short,6,23,0,8
1.36217,loss,long,6,24,1,4
1.36046,loss,long,6,24,1,16
1.36046,win,long,6,24,1,16
1.36046,win,long,6,24,1,16
1.36226,win,long,6,26,3,20
1.36226,loss,long,6,26,3,20
1.36448,loss,long,6,27,4,12
1.36448,loss,long,6,27,4,12
1.36106,loss,long,7,8,1,12
1.36106,loss,long,7,8,1,12
1.36106,loss,long,7,8,1,12
1.36106,loss,long,7,8,1,12
1.36117,loss,long,7,9,2,4
1.36117,loss,long,7,9,2,4
1.36117,loss,long,7,9,2,4
1.36117,loss,long,7,9,2,4
1.36458,loss,long,7,9,2,12
1.36458,loss,long,7,9,2,12
1.36458,loss,long,7,9,2,12
1.36269,loss,long,7,14,0,8
1.36269,loss,long,7,14,0,8
1.34283,loss,long,8,1,4,12
1.34283,loss,long,8,1,4,12
1.33935,loss,long,8,8,4,4
1.33935,loss,long,8,8,4,4
1.33881,loss,long,8,11,0,8
1.33881,loss,long,8,11,0,8
1.33687,loss,long,8,13,2,12
1.33687,loss,long,8,13,2,12
1.33662,loss,long,8,14,3,12
1.33823,loss,long,8,15,4,8
1.33823,loss,long,8,15,4,8
1.31469,loss,long,9,3,2,20
1.31469,loss,long,9,3,2,20
1.29719,loss,long,9,14,6,12
1.29719,loss,long,9,14,6,12
1.29284,loss,long,9,16,1,0
1.29284,loss,long,9,16,1,0
1.29284,loss,long,9,16,1,0
1.29502,loss,long,9,16,1,16
1.29502,loss,long,9,16,1,16
1.29502,loss,long,9,16,1,16
1.28635,loss,long,9,23,1,8
1.28635,loss,long,9,23,1,8
1.28635,loss,long,9,23,1,8
1.28635,loss,long,9,23,1,8
1.26701,loss,long,10,2,3,16
1.26701,loss,long,10,2,3,16
1.26701,loss,long,10,2,3,16
1.26701,loss,long,10,2,3,16
1.26701,loss,long,10,2,3,16
1.26701,loss,long,10,2,3,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.26535,loss,long,10,6,0,16
1.27803,loss,long,10,20,0,8
1.27759,loss,long,10,15,2,12
1.27347,loss,long,10,20,0,0
1.27086,loss,long,10,27,0,12
1.2695,loss,long,10,27,0,0
1.26805,loss,long,10,13,0,8
1.26612,loss,long,10,13,0,0
1.26634,loss,long,10,7,1,12
1.26535,loss,long,10,6,0,16
1.2513,loss,long,11,26,2,12
1.25113,loss,long,11,18,1,8
1.25301,loss,long,11,16,6,12
1.248,loss,long,12,1,0,12
1.24699,loss,long,11,27,3,12
1.24735,loss,long,11,25,1,16
1.24731,loss,long,11,11,1,16
1.24682,loss,long,11,13,3,8
1.24651,loss,long,11,12,2,4
1.24359,loss,long,12,15,0,12
1.24445,loss,long,12,12,4,8
1.24416,loss,long,11,10,0,8
1.23983,loss,long,12,11,3,20
1.23935,loss,long,12,9,1,8
1.24147,loss,long,11,14,4,8
1.23646,loss,long,12,4,3,12
1.18563,win,short,1,12,0,0
1.15734,win,long,1,21,2,12
1.15734,loss,long,1,21,2,12
1.15785,win,short,1,22,3,0
1.14631,loss,long,1,22,3,8
1.13764,win,short,1,22,3,12
1.13618,win,long,1,27,1,12
1.13618,loss,long,1,27,1,12
1.13622,loss,long,1,28,2,4
1.13622,loss,long,1,28,2,4
1.13285,win,short,1,29,3,16
1.13038,loss,long,1,30,4,8
1.12843,loss,short,1,30,4,12
1.13395,loss,short,2,2,0,4
1.13395,loss,short,2,2,0,4
1.1354,loss,short,2,4,2,20
1.1354,loss,short,2,4,2,20
1.1354,loss,short,2,4,2,20
1.13141,loss,short,2,6,4,12
1.13141,loss,short,2,6,4,12
1.13141,loss,short,2,6,4,12
1.13141,loss,short,2,6,4,12
1.13148,loss,short,2,12,3,0
1.13148,loss,short,2,12,3,0
1.13456,loss,short,2,16,0,16
1.13255,win,short,2,23,0,8
1.13673,win,short,2,19,3,12
1.1339,win,short,2,18,2,12
1.13456,win,short,2,16,0,16
1.12011,win,short,2,26,3,12
1.06175,loss,long,3,17,1,8
1.06175,loss,long,3,17,1,8
1.06236,win,short,3,18,2,4
1.08232,loss,long,3,18,2,16
1.06091,win,long,3,18,2,8
1.06684,loss,short,3,19,3,16
1.06684,loss,short,3,19,3,16
1.08793,loss,short,3,26,3,16
1.08793,win,short,3,26,3,16
1.0866,win,short,3,30,0,0
1.08585,win,short,4,7,1,8
1.0866,win,short,3,30,0,0
1.06606,loss,long,4,14,1,12
1.06606,win,long,4,14,1,12
1.06756,loss,long,4,15,2,16
1.06756,win,long,4,15,2,16
1.06756,win,long,4,15,2,16
1.08021,win,long,4,23,3,8
1.07679,win,long,4,22,2,4
1.07279,win,long,4,21,1,20
1.07336,win,long,4,21,1,12
1.07349,win,long,4,20,0,12
1.06756,win,long,4,15,2,16
1.11266,loss,short,5,5,1,4
1.11266,loss,short,5,5,1,4
1.11938,loss,short,5,8,4,0
1.1315,win,short,5,18,0,16
1.11975,win,short,5,10,6,12
1.11938,win,short,5,8,4,0
1.10116,win,short,5,22,4,12
1.09527,loss,long,5,28,3,20
1.09527,loss,long,5,28,3,20
1.09825,loss,long,5,29,4,12
1.10186,win,long,6,2,1,4
1.09825,win,long,5,29,4,12
1.11175,loss,short,6,5,4,12
1.11175,loss,short,6,5,4,12
1.12639,win,short,6,11,3,12
1.12639,loss,short,6,11,3,12
1.12639,loss,short,6,11,3,12
1.12549,loss,short,6,11,3,20
1.12549,loss,short,6,11,3,20
1.12549,loss,short,6,11,3,20
1.11838,loss,short,6,12,4,4
1.11838,loss,short,6,12,4,4
1.12079,loss,short,6,14,6,20
1.12648,win,short,6,23,1,0
1.13296,win,short,6,19,4,8
1.13335,win,short,6,17,2,12
1.12397,win,short,6,16,1,12
1.12079,win,short,6,14,6,20
1.12159,loss,long,6,29,0,16
1.12159,loss,long,6,29,0,16
1.11449,win,short,6,30,1,12
1.10607,loss,long,7,8,2,12
1.10451,loss,short,7,9,3,8
1.10088,win,short,7,13,0,8
1.10451,win,short,7,9,3,8
1.0941,loss,long,7,21,1,12
1.09481,win,long,7,22,2,20
1.0941,win,long,7,21,1,12
1.0989,win,short,7,29,2,16
1.0989,win,short,7,29,2,16
1.09705,loss,short,8,2,6,12
1.09705,loss,short,8,2,6,12
1.09705,loss,short,8,2,6,12
1.09705,loss,short,8,2,6,12
1.09739,loss,short,8,2,6,20
1.09163,loss,short,8,7,4,0
1.08901,loss,short,8,4,1,12
1.10762,loss,short,8,17,0,8
1.09791,loss,short,8,10,0,8
1.0973,loss,short,8,3,0,8
1.09739,loss,short,8,2,6,20
1.13375,win,short,8,26,2,16
1.13375,win,short,8,26,2,16
1.12925,loss,short,9,1,1,12
1.12294,win,short,9,2,2,8
1.12925,win,short,9,1,1,12
1.11558,win,long,9,8,1,4
1.11558,loss,long,9,8,1,4
1.12073,loss,long,9,8,1,16
1.12184,win,long,9,9,2,16
1.12073,win,long,9,8,1,16
1.12712,loss,short,9,15,1,16
1.12712,loss,short,9,15,1,16
1.1294,win,short,9,16,2,8
1.1294,loss,short,9,16,2,8
1.13058,loss,long,9,16,2,20
1.12938,win,short,9,20,6,16
1.12925,loss,long,9,24,3,8
1.12925,loss,long,9,24,3,8
1.11786,loss,short,9,28,0,4
1.12301,loss,long,9,28,0,12
1.12572,loss,long,9,29,1,16
1.12572,loss,long,9,29,1,16
1.11907,loss,short,10,1,3,16
1.12311,loss,long,10,2,4,12
1.1239,loss,long,10,4,6,20
1.12616,win,long,10,6,1,8
1.1239,win,long,10,4,6,20
1.13865,win,short,10,15,3,12
1.13411,win,short,10,21,2,16
1.13584,win,short,10,21,2,4
1.13386,win,short,10,20,1,12
1.13767,win,short,10,16,4,8
1.13764,win,short,10,15,3,20
1.13865,win,short,10,15,3,12
1.10024,win,long,10,30,4,12
1.10024,win,long,10,30,4,12
1.10292,loss,long,11,1,6,20
1.10292,loss,long,11,1,6,20
1.10238,loss,long,11,2,0,12
1.10238,loss,long,11,2,0,12
1.10238,loss,long,11,2,0,12
1.07699,loss,long,11,12,3,12
1.07699,loss,long,11,12,3,12
1.07965,loss,long,11,12,3,20
1.07965,loss,long,11,12,3,20
1.07965,loss,long,11,12,3,20
1.07063,loss,long,11,19,3,8
1.07063,loss,long,11,19,3,8
1.06683,loss,long,11,25,2,0
1.06683,loss,long,11,25,2,0
1.06341,loss,long,12,1,1,12
1.06078,win,long,12,2,2,16
1.06341,win,long,12,1,1,12
1.093,loss,long,12,3,3,12
1.09131,loss,short,12,15,1,12
1.09131,loss,short,12,15,1,12
1.08503,loss,short,12,16,2,20
1.09314,win,short,12,29,1,12
1.09059,win,short,12,23,2,12
1.08503,loss,short,12,16,2,20
1.0844,win,long,1,7,3,8
1.0844,loss,long,1,7,3,8
1.08481,loss,long,1,12,1,4
1.08481,win,long,1,12,1,4
1.08846,loss,long,1,13,2,20
1.08846,loss,long,1,13,2,20
1.08846,loss,long,1,13,2,20
1.08846,loss,long,1,13,2,20
1.08874,loss,long,1,15,4,0
1.08874,loss,long,1,15,4,0
1.08874,loss,long,1,15,4,0
1.08966,loss,long,1,18,0,12
1.08855,win,long,2,1,0,12
1.08637,win,long,1,26,1,20
1.08272,win,long,1,26,1,4
1.09136,win,long,1,19,1,16
1.08735,win,long,1,19,1,0
1.08966,win,long,1,18,0,12
1.12166,win,short,2,14,6,20
1.12347,win,short,2,14,6,12
1.10515,loss,long,2,26,4,0
1.10515,loss,long,2,26,4,0
1.09676,loss,long,3,3,3,12
1.09676,win,long,3,3,3,12
1.12,loss,long,3,10,3,12
1.09965,win,long,3,9,2,16
1.10148,win,long,3,7,0,16
1.09676,win,long,3,3,3,12
1.1107,win,long,3,15,1,16
1.12155,win,long,3,16,2,16
1.1107,win,long,3,15,1,16
1.12318,win,short,3,22,1,8
1.12318,loss,short,3,22,1,8
1.12168,loss,short,3,22,1,16
1.12168,loss,short,3,22,1,16
1.13737,loss,short,4,6,2,8
1.13737,loss,short,4,6,2,8
1.13676,win,short,4,12,1,20
1.13963,win,short,4,12,1,12
1.13643,win,short,4,8,4,0
1.13737,win,short,4,6,2,8
1.13125,loss,long,4,18,0,12
1.13051,win,long,4,26,1,8
1.13389,win,long,4,19,1,0
1.13125,win,long,4,18,0,12
1.13984,loss,short,5,5,3,8
1.13786,win,short,5,12,3,16
1.14037,win,short,5,12,3,8
1.13984,win,short,5,5,3,8
1.11929,loss,long,5,26,3,16
1.11929,loss,long,5,26,3,16
1.11338,win,short,5,27,4,8
1.11263,loss,short,5,31,1,12
1.11263,loss,short,5,31,1,12
1.11495,loss,short,6,2,3,12
1.11495,loss,short,6,2,3,12
1.11495,loss,short,6,2,3,12
1.13314,win,short,6,9,3,12
1.13314,win,short,6,9,3,12
1.13314,loss,short,6,9,3,12
1.12907,loss,short,6,13,0,16
1.12907,win,short,6,13,0,16
1.12907,loss,short,6,13,0,16
1.12223,loss,short,6,14,1,4
1.12577,win,short,6,21,1,12
1.12617,win,short,6,17,4,4
1.11473,win,short,6,16,3,8
1.12223,win,short,6,14,1,4
1.10338,loss,short,6,24,4,0
1.1108,loss,long,6,29,2,20
1.1108,win,long,6,29,2,20
1.11183,loss,long,6,30,3,8
1.11183,loss,long,6,30,3,8
1.11325,loss,long,7,1,4,8
1.11325,loss,long,7,1,4,8
1.11325,loss,long,7,1,4,8
1.11377,loss,long,7,4,0,8
1.11377,loss,long,7,4,0,8
1.10887,loss,long,7,12,1,0
1.10887,loss,long,7,12,1,0
1.10575,win,long,7,27,2,16
1.10018,win,long,7,26,1,4
1.11017,loss,long,7,13,2,8
1.10887,loss,long,7,12,1,0
1.1149,win,short,8,3,2,16
1.10906,loss,short,8,5,4,12
1.10906,loss,short,8,5,4,12
1.11786,win,long,8,12,4,8
1.11493,win,long,8,9,1,20
1.12953,loss,short,8,22,0,4
1.12953,loss,short,8,22,0,4
1.12934,loss,short,8,24,2,0
1.11878,win,short,8,26,4,12
1.12792,win,short,8,25,3,12
1.12934,win,short,8,24,2,0
1.11992,loss,long,9,1,3,12
1.11992,loss,long,9,1,3,12
1.11418,loss,short,9,5,0,8
1.1256,loss,long,9,6,1,12
1.12282,loss,short,9,9,4,12
1.12282,loss,short,9,9,4,12
1.12159,loss,short,9,12,0,8
1.12159,win,short,9,12,0,8
1.12091,win,long,9,13,1,12
1.12149,loss,short,9,13,1,16
1.12409,loss,short,9,14,2,8
1.12409,loss,short,9,14,2,8
1.1242,loss,long,9,15,3,8
1.12249,win,short,9,16,4,4
1.11645,loss,short,9,20,1,8
1.11645,loss,short,9,20,1,8
1.12207,loss,short,9,27,1,12
1.12207,win,short,9,27,1,12
1.12207,loss,short,9,27,1,12
1.12041,loss,short,9,27,1,20
1.12041,loss,short,9,27,1,20
1.12041,loss,short,9,27,1,20
1.12146,loss,short,9,28,2,12
1.12031,win,short,10,5,2,20
1.12118,win,short,10,5,2,12
1.12156,win,short,10,3,0,12
1.11652,win,short,9,30,4,4
1.12231,win,short,9,29,3,16
1.12146,win,short,9,28,2,12
1.11926,loss,long,10,9,6,16
1.11926,loss,long,10,9,6,16
1.09175,loss,long,10,26,2,8
1.09175,loss,long,10,26,2,8
1.09182,loss,long,10,27,3,8
1.0914,win,long,10,28,4,4
1.09182,win,long,10,27,3,8
1.107,loss,short,11,7,0,4
1.09312,win,short,11,9,2,12
1.10386,win,short,11,7,0,12
1.107,win,short,11,7,0,4
1.06002,loss,long,11,25,4,12
1.06002,loss,long,11,25,4,12
1.06475,loss,long,11,28,0,0
1.06475,loss,long,11,28,0,0
1.05973,loss,long,11,28,0,20
1.05973,win,long,11,28,0,20
1.06473,loss,short,11,29,1,12
1.06487,loss,long,11,29,1,16
1.06487,loss,long,11,29,1,16
1.06154,win,long,12,1,3,4
1.06154,loss,long,12,1,3,4
1.06604,loss,long,12,1,3,16
1.06604,loss,long,12,1,3,16
1.07295,loss,long,12,5,0,8
1.07295,loss,long,12,5,0,8
1.07295,loss,long,12,5,0,8
1.06396,loss,long,12,12,0,16
1.06396,loss,long,12,12,0,16
1.06396,loss,long,12,12,0,16
1.06146,loss,long,12,13,1,4
1.06146,loss,long,12,13,1,4
1.06195,loss,long,12,13,1,12
1.06195,loss,long,12,13,1,12
1.06472,loss,long,12,14,2,0
1.06472,loss,long,12,14,2,0
1.04588,loss,long,12,22,3,8
1.04588,loss,long,12,22,3,8
1.04588,win,long,12,22,3,8
1.04416,win,long,12,25,6,12
1.04416,loss,long,12,25,6,12
1.04416,win,long,12,25,6,12
1.04416,win,long,12,25,6,12
1.04526,win,long,12,26,0,12
1.04526,win,long,12,26,0,12
1.04526,win,long,12,26,0,12
1.04526,win,long,12,26,0,12
1.04526,win,long,12,26,0,12
1.04526,win,long,12,26,0,12
1.04521,win,long,12,27,1,8
1.04521,win,long,12,27,1,8
1.04521,win,long,12,27,1,8
1.04521,win,long,12,27,1,8
1.04521,win,long,12,27,1,8
1.04521,win,long,12,27,1,8
1.04708,loss,long,12,29,3,4
1.04708,win,long,12,29,3,4
1.04708,win,long,12,29,3,4
1.04708,win,long,12,29,3,4
1.04708,win,long,12,29,3,4
1.05908,win,long,3,9,3,12
1.05824,win,long,3,3,4,12
1.05984,win,long,2,27,0,8
1.05924,win,long,2,24,4,4
1.05746,win,long,2,23,3,20
1.05697,win,long,2,23,3,12
1.06586,loss,long,2,16,3,8
1.07684,loss,long,2,3,4,12
1.07811,loss,long,2,1,2,20
1.07924,loss,long,1,31,1,12
1.07332,loss,long,1,29,6,20
1.06813,loss,long,1,20,4,12
1.06773,loss,long,1,19,3,20
1.05909,win,long,1,19,3,8
1.06549,win,long,1,17,1,0
1.05992,win,long,1,16,0,12
1.05839,win,long,1,11,2,16
1.05222,win,long,1,11,2,4
1.0564,win,long,1,9,0,12
1.0478,win,long,1,4,2,12
1.03965,win,long,1,3,1,4
1.04708,win,long,12,29,3,4
1.06086,loss,short,3,14,1,16
1.06086,loss,short,3,14,1,16
1.07633,loss,short,3,24,4,0
1.07869,win,short,3,29,2,4
1.08143,win,short,3,28,1,16
1.07633,win,short,3,24,4,0
1.06077,loss,long,4,11,1,12
1.06077,win,long,4,11,1,12
1.06665,loss,short,4,12,2,16
1.0673,loss,long,4,12,2,20
1.06167,loss,short,4,13,3,16
1.06167,loss,short,4,13,3,16
1.06129,loss,short,4,16,6,12
1.06129,loss,short,4,16,6,12
1.06129,loss,short,4,16,6,12
1.06948,loss,short,4,21,4,12
1.06948,loss,short,4,21,4,12
1.08916,loss,short,5,3,2,20
1.08916,loss,short,5,3,2,20
1.09334,loss,short,5,8,0,12
1.09334,loss,short,5,8,0,12
1.11763,loss,short,5,26,4,12
1.11763,loss,short,5,26,4,12
1.12628,win,short,6,7,2,8
1.12628,loss,short,6,7,2,8
1.12612,loss,long,6,7,2,20
1.12211,win,short,6,8,3,8
1.12122,win,short,6,13,1,20
1.12122,loss,short,6,13,1,20
1.12794,win,short,6,14,2,8
1.12794,win,short,6,14,2,8
1.12794,win,short,6,14,2,8
1.12164,win,short,6,14,2,20
1.12164,win,short,6,14,2,20
1.11662,loss,short,6,15,3,4
1.11662,loss,short,6,15,3,4
1.11484,loss,short,6,19,0,12
1.11484,loss,short,6,19,0,12
1.11484,loss,short,6,19,0,12
1.11467,loss,short,6,22,3,12
1.11467,loss,short,6,22,3,12
1.13667,loss,short,7,3,0,16
1.13667,loss,short,7,3,0,16
1.13667,loss,short,7,3,0,16
1.13514,loss,short,7,4,1,8
1.13211,loss,short,7,5,2,4
1.13514,loss,short,7,4,1,8
